time,Direction,Lead_hours,Source_time,Speed
2022-02-03 00:00:00+00:00,SSW,1,1643839200,3.12928
2022-02-03 03:00:00+00:00,WSW,1,1643850000,11.176
2022-02-03 06:00:00+00:00,SW,1,1643860800,11.176
2022-02-03 09:00:00+00:00,SW,1,1643871600,11.176
2022-02-03 12:00:00+00:00,SSW,1,1643882400,13.85824
2022-02-03 15:00:00+00:00,SSW,1,1643893200,16.98752
2022-02-03 18:00:00+00:00,WSW,1,1643904000,16.98752
2022-02-03 21:00:00+00:00,W,1,1643914800,13.85824
2022-02-04 00:00:00+00:00,W,1,1643925600,13.85824
2022-02-04 03:00:00+00:00,WNW,1,1643936400,16.98752
2022-02-04 06:00:00+00:00,W,1,1643947200,13.85824
2022-02-04 09:00:00+00:00,W,1,1643958000,16.09344
2022-02-04 12:00:00+00:00,W,1,1643968800,16.98752
2022-02-04 15:00:00+00:00,W,1,1643979600,13.85824
2022-02-04 18:00:00+00:00,WNW,1,1643990400,11.176
2022-02-04 21:00:00+00:00,WNW,1,1644001200,8.9408
2022-02-05 00:00:00+00:00,W,1,1644012000,16.98752
2022-02-05 03:00:00+00:00,W,1,1644022800,15.19936
2022-02-05 06:00:00+00:00,WSW,1,1644033600,9.83488
2022-02-05 09:00:00+00:00,SW,1,1644044400,16.09344
2022-02-05 12:00:00+00:00,W,1,1644055200,16.98752
2022-02-05 15:00:00+00:00,W,1,1644066000,16.09344
2022-02-05 18:00:00+00:00,W,1,1644076800,19.22272
2022-02-05 21:00:00+00:00,W,1,1644087600,13.85824
2022-02-06 00:00:00+00:00,W,1,1644098400,16.09344
2022-02-06 03:00:00+00:00,WNW,1,1644109200,12.96416
2022-02-06 06:00:00+00:00,W,1,1644120000,13.85824
2022-02-06 09:00:00+00:00,W,1,1644130800,11.176
2022-02-06 12:00:00+00:00,WNW,1,1644141600,8.04672
2022-02-06 15:00:00+00:00,NW,1,1644152400,12.070079999999999
2022-02-06 18:00:00+00:00,NNW,1,1644163200,12.070079999999999
2022-02-06 21:00:00+00:00,NW,1,1644174000,12.96416
2022-02-07 00:00:00+00:00,NW,1,1644184800,13.85824
2022-02-07 03:00:00+00:00,NNW,1,1644195600,12.96416
2022-02-07 06:00:00+00:00,NW,1,1644206400,7.15264
2022-02-07 09:00:00+00:00,SSW,1,1644217200,4.91744
2022-02-07 12:00:00+00:00,S,1,1644228000,8.9408
2022-02-07 15:00:00+00:00,SSW,1,1644238800,12.96416
2022-02-07 18:00:00+00:00,W,1,1644249600,12.96416
2022-02-07 21:00:00+00:00,W,1,1644260400,19.22272
2022-02-08 00:00:00+00:00,WSW,1,1644271200,16.98752
2022-02-08 03:00:00+00:00,WSW,1,1644282000,16.98752
2022-02-08 06:00:00+00:00,W,1,1644292800,16.09344
2022-02-08 09:00:00+00:00,W,1,1644303600,16.98752
2022-02-08 12:00:00+00:00,W,1,1644314400,16.09344
2022-02-08 15:00:00+00:00,WSW,1,1644325200,13.85824
2022-02-08 18:00:00+00:00,WSW,1,1644336000,16.98752
2022-02-08 21:00:00+00:00,W,1,1644346800,17.8816
2022-02-09 00:00:00+00:00,W,1,1644357600,15.19936
2022-02-09 03:00:00+00:00,W,1,1644368400,20.1168
2022-02-09 06:00:00+00:00,WSW,1,1644379200,17.8816
2022-02-09 09:00:00+00:00,W,1,1644390000,17.8816
2022-02-09 12:00:00+00:00,WSW,1,1644400800,21.01088
2022-02-09 15:00:00+00:00,W,1,1644411600,19.22272
2022-02-09 18:00:00+00:00,WSW,1,1644422400,16.98752
2022-02-09 21:00:00+00:00,WSW,1,1644433200,15.19936
2022-02-10 00:00:00+00:00,WSW,1,1644444000,17.8816
2022-02-10 03:00:00+00:00,WSW,1,1644454800,12.96416
2022-02-10 06:00:00+00:00,WSW,1,1644465600,11.176
2022-02-10 09:00:00+00:00,ESE,1,1644476400,4.02336
2022-02-10 12:00:00+00:00,NNE,1,1644487200,11.176
2022-02-10 15:00:00+00:00,N,1,1644498000,15.19936
2022-02-10 18:00:00+00:00,N,1,1644508800,11.176
2022-02-10 21:00:00+00:00,NNW,1,1644519600,11.176
2022-02-11 00:00:00+00:00,NW,1,1644530400,5.81152
2022-02-11 03:00:00+00:00,WSW,1,1644541200,5.81152
2022-02-11 06:00:00+00:00,WSW,1,1644552000,12.96416
2022-02-11 09:00:00+00:00,WSW,1,1644562800,12.070079999999999
2022-02-11 12:00:00+00:00,WSW,1,1644573600,12.070079999999999
2022-02-11 15:00:00+00:00,SW,1,1644584400,7.15264
2022-02-11 18:00:00+00:00,S,1,1644595200,8.9408
2022-02-11 21:00:00+00:00,S,1,1644606000,11.176
2022-02-12 00:00:00+00:00,S,1,1644616800,15.19936
2022-02-12 03:00:00+00:00,S,1,1644627600,12.96416
2022-02-12 06:00:00+00:00,S,1,1644638400,12.070079999999999
2022-02-12 09:00:00+00:00,S,1,1644649200,12.96416
2022-02-12 12:00:00+00:00,S,1,1644660000,12.070079999999999
2022-02-12 15:00:00+00:00,SSW,1,1644670800,9.83488
2022-02-12 18:00:00+00:00,SW,1,1644681600,11.176
2022-02-12 21:00:00+00:00,SW,1,1644692400,13.85824
2022-02-13 00:00:00+00:00,SW,1,1644703200,12.96416
2022-02-13 03:00:00+00:00,WSW,1,1644714000,11.176
2022-02-13 06:00:00+00:00,WSW,1,1644724800,12.070079999999999
2022-02-13 09:00:00+00:00,SW,1,1644735600,8.9408
2022-02-13 12:00:00+00:00,SSW,1,1644746400,8.04672
2022-02-13 15:00:00+00:00,SW,1,1644757200,4.91744
2022-02-13 18:00:00+00:00,NE,1,1644768000,1.78816
2022-02-13 21:00:00+00:00,NE,1,1644778800,4.91744
2022-02-14 00:00:00+00:00,NNE,1,1644789600,8.04672
2022-02-14 03:00:00+00:00,NNE,1,1644800400,8.9408
2022-02-14 06:00:00+00:00,NE,1,1644811200,12.96416
2022-02-14 09:00:00+00:00,NE,1,1644822000,13.85824
2022-02-14 12:00:00+00:00,NE,1,1644832800,13.85824
2022-02-14 15:00:00+00:00,NNE,1,1644843600,12.070079999999999
2022-02-14 18:00:00+00:00,NNE,1,1644854400,8.04672
2022-02-14 21:00:00+00:00,N,1,1644865200,5.81152
2022-02-15 00:00:00+00:00,NE,1,1644876000,4.91744
2022-02-15 03:00:00+00:00,SSE,1,1644886800,4.91744
2022-02-15 06:00:00+00:00,SE,1,1644897600,8.9408
2022-02-15 09:00:00+00:00,SE,1,1644908400,11.176
2022-02-15 12:00:00+00:00,S,1,1644919200,3.12928
2022-02-15 15:00:00+00:00,W,1,1644930000,13.85824
2022-02-15 18:00:00+00:00,W,1,1644940800,16.09344
2022-02-15 21:00:00+00:00,W,1,1644951600,12.070079999999999
2022-02-16 00:00:00+00:00,WNW,1,1644962400,8.04672
2022-02-16 03:00:00+00:00,SSW,1,1644973200,5.81152
2022-02-16 06:00:00+00:00,S,1,1644984000,3.12928
2022-02-16 09:00:00+00:00,SW,1,1644994800,3.12928
2022-02-16 12:00:00+00:00,SSW,1,1645005600,3.12928
2022-02-16 15:00:00+00:00,SSE,1,1645016400,3.12928
2022-02-16 18:00:00+00:00,NNE,1,1645027200,4.91744
2022-02-16 21:00:00+00:00,NW,1,1645038000,9.83488
2022-02-17 00:00:00+00:00,W,1,1645048800,8.9408
2022-02-17 03:00:00+00:00,NW,1,1645059600,8.04672
2022-02-17 06:00:00+00:00,W,1,1645070400,4.91744
2022-02-17 09:00:00+00:00,WNW,1,1645081200,8.04672
2022-02-17 12:00:00+00:00,W,1,1645092000,11.176
2022-02-17 15:00:00+00:00,WSW,1,1645102800,9.83488
2022-02-17 18:00:00+00:00,W,1,1645113600,12.070079999999999
2022-02-17 21:00:00+00:00,W,1,1645124400,12.96416
2022-02-18 00:00:00+00:00,W,1,1645135200,12.96416
2022-02-18 03:00:00+00:00,WSW,1,1645146000,8.9408
2022-02-18 06:00:00+00:00,WSW,1,1645156800,5.81152
2022-02-18 09:00:00+00:00,S,1,1645167600,3.12928
2022-02-18 12:00:00+00:00,E,1,1645178400,1.78816
2022-02-18 15:00:00+00:00,ENE,1,1645189200,4.02336
2022-02-18 18:00:00+00:00,NW,1,1645200000,5.81152
2022-02-18 21:00:00+00:00,WNW,1,1645210800,4.91744
2022-02-19 00:00:00+00:00,SSE,1,1645221600,3.12928
2022-02-19 03:00:00+00:00,N,1,1645232400,5.81152
2022-02-19 06:00:00+00:00,N,1,1645243200,8.04672
2022-02-19 09:00:00+00:00,N,1,1645254000,7.15264
2022-02-19 12:00:00+00:00,NW,1,1645264800,5.81152
2022-02-19 15:00:00+00:00,NW,1,1645275600,4.02336
2022-02-19 18:00:00+00:00,SSW,1,1645286400,3.12928
2022-02-19 21:00:00+00:00,S,1,1645297200,7.15264
2022-02-20 00:00:00+00:00,SSE,1,1645308000,12.070079999999999
2022-02-20 03:00:00+00:00,SSE,1,1645318800,15.19936
2022-02-20 06:00:00+00:00,S,1,1645329600,13.85824
2022-02-20 09:00:00+00:00,WSW,1,1645340400,13.85824
2022-02-20 12:00:00+00:00,WSW,1,1645351200,13.85824
2022-02-20 15:00:00+00:00,W,1,1645362000,13.85824
2022-02-20 18:00:00+00:00,W,1,1645372800,13.85824
2022-02-20 21:00:00+00:00,WSW,1,1645383600,12.96416
2022-02-21 00:00:00+00:00,WNW,1,1645394400,8.04672
2022-02-21 03:00:00+00:00,NW,1,1645405200,4.91744
2022-02-21 06:00:00+00:00,N,1,1645416000,12.070079999999999
2022-02-21 09:00:00+00:00,N,1,1645426800,15.19936
2022-02-21 12:00:00+00:00,N,1,1645437600,13.85824
2022-02-21 15:00:00+00:00,N,1,1645448400,12.070079999999999
2022-02-21 18:00:00+00:00,N,1,1645459200,5.81152
2022-02-21 21:00:00+00:00,SSE,1,1645470000,1.78816
2022-02-22 00:00:00+00:00,SSE,1,1645480800,9.83488
2022-02-22 03:00:00+00:00,SSE,1,1645491600,16.98752
2022-02-22 06:00:00+00:00,WSW,1,1645502400,15.19936
2022-02-22 09:00:00+00:00,W,1,1645513200,15.19936
2022-02-22 21:00:00+00:00,WSW,1,1645556400,15.19936
2022-02-23 00:00:00+00:00,SW,1,1645567200,16.09344
2022-02-23 03:00:00+00:00,SW,1,1645578000,16.98752
2022-02-23 06:00:00+00:00,SW,1,1645588800,12.96416
2022-02-23 09:00:00+00:00,SW,1,1645599600,16.98752
2022-02-23 12:00:00+00:00,SW,1,1645610400,17.8816
2022-02-23 15:00:00+00:00,WSW,1,1645621200,16.09344
2022-02-23 18:00:00+00:00,WSW,1,1645632000,16.09344
2022-02-23 21:00:00+00:00,SW,1,1645642800,17.8816
2022-02-24 00:00:00+00:00,WSW,1,1645653600,19.22272
2022-02-24 03:00:00+00:00,SW,1,1645664400,17.8816
2022-02-24 06:00:00+00:00,SW,1,1645675200,15.19936
2022-02-24 09:00:00+00:00,WSW,1,1645686000,19.22272
2022-02-24 12:00:00+00:00,W,1,1645696800,9.83488
2022-02-24 15:00:00+00:00,WSW,1,1645707600,12.96416
2022-02-24 18:00:00+00:00,W,1,1645718400,13.85824
2022-02-24 21:00:00+00:00,NNW,1,1645729200,8.04672
2022-02-25 00:00:00+00:00,NNE,1,1645740000,4.91744
2022-02-25 03:00:00+00:00,N,1,1645750800,12.070079999999999
2022-02-25 06:00:00+00:00,NNW,1,1645761600,12.96416
2022-02-25 09:00:00+00:00,NNW,1,1645772400,8.04672
2022-02-25 12:00:00+00:00,WNW,1,1645783200,4.02336
2022-02-25 15:00:00+00:00,S,1,1645794000,5.81152
2022-02-25 18:00:00+00:00,S,1,1645804800,9.83488
2022-02-25 21:00:00+00:00,S,1,1645815600,12.96416
2022-02-26 00:00:00+00:00,S,1,1645826400,11.176
2022-02-26 03:00:00+00:00,S,1,1645837200,12.96416
2022-02-26 06:00:00+00:00,S,1,1645848000,12.96416
2022-02-26 09:00:00+00:00,S,1,1645858800,12.96416
2022-02-26 12:00:00+00:00,S,1,1645869600,13.85824
2022-02-26 15:00:00+00:00,S,1,1645880400,13.85824
2022-02-26 18:00:00+00:00,S,1,1645891200,12.070079999999999
2022-02-26 21:00:00+00:00,S,1,1645902000,11.176
2022-02-27 00:00:00+00:00,S,1,1645912800,12.070079999999999
2022-02-27 03:00:00+00:00,S,1,1645923600,12.070079999999999
2022-02-27 06:00:00+00:00,S,1,1645934400,12.96416
2022-02-27 09:00:00+00:00,S,1,1645945200,1.78816
2022-02-27 12:00:00+00:00,SSE,1,1645956000,8.9408
2022-02-27 15:00:00+00:00,SSE,1,1645966800,12.070079999999999
2022-02-27 18:00:00+00:00,SSE,1,1645977600,13.85824
2022-02-27 21:00:00+00:00,SSE,1,1645988400,15.19936
2022-02-28 00:00:00+00:00,S,1,1645999200,15.19936
2022-02-28 03:00:00+00:00,S,1,1646010000,13.85824
2022-02-28 06:00:00+00:00,S,1,1646020800,12.070079999999999
2022-02-28 09:00:00+00:00,S,1,1646031600,12.070079999999999
2022-02-28 12:00:00+00:00,SW,1,1646042400,9.83488
2022-02-28 15:00:00+00:00,SW,1,1646053200,11.176
2022-02-28 18:00:00+00:00,WSW,1,1646064000,11.176
2022-02-28 21:00:00+00:00,WSW,1,1646074800,13.85824
2022-03-01 00:00:00+00:00,WSW,1,1646085600,12.070079999999999
2022-03-01 03:00:00+00:00,WSW,1,1646096400,13.85824
2022-03-01 06:00:00+00:00,WSW,1,1646107200,12.96416
2022-03-01 09:00:00+00:00,WSW,1,1646118000,12.070079999999999
2022-03-01 12:00:00+00:00,WSW,1,1646128800,12.96416
2022-03-01 15:00:00+00:00,W,1,1646139600,12.96416
2022-03-01 18:00:00+00:00,WSW,1,1646150400,9.83488
2022-03-01 21:00:00+00:00,SW,1,1646161200,7.15264
2022-03-02 00:00:00+00:00,SSW,1,1646172000,4.02336
2022-03-02 03:00:00+00:00,S,1,1646182800,3.12928
2022-03-02 06:00:00+00:00,SSE,1,1646193600,7.15264
2022-03-02 09:00:00+00:00,SSE,1,1646204400,8.9408
2022-03-02 12:00:00+00:00,SSE,1,1646215200,12.070079999999999
2022-03-02 15:00:00+00:00,SSE,1,1646226000,12.070079999999999
2022-03-02 18:00:00+00:00,SE,1,1646236800,15.19936
2022-03-02 21:00:00+00:00,SE,1,1646247600,13.85824
2022-03-03 00:00:00+00:00,SE,1,1646258400,16.09344
2022-03-03 03:00:00+00:00,SE,1,1646269200,15.19936
2022-03-03 06:00:00+00:00,SSE,1,1646280000,15.19936
2022-03-03 09:00:00+00:00,SSE,1,1646290800,16.09344
2022-03-03 12:00:00+00:00,SSE,1,1646301600,16.09344
2022-03-03 15:00:00+00:00,SSE,1,1646312400,13.85824
2022-03-03 18:00:00+00:00,S,1,1646323200,9.83488
2022-03-03 21:00:00+00:00,W,1,1646334000,8.04672
2022-03-04 00:00:00+00:00,WNW,1,1646344800,7.15264
2022-03-04 03:00:00+00:00,WSW,1,1646355600,1.78816
2022-03-04 06:00:00+00:00,SSE,1,1646366400,3.12928
2022-03-04 09:00:00+00:00,SW,1,1646377200,1.78816
2022-03-04 12:00:00+00:00,S,1,1646388000,1.78816
2022-03-04 15:00:00+00:00,NW,1,1646398800,8.04672
2022-03-04 18:00:00+00:00,NW,1,1646409600,8.04672
2022-03-04 21:00:00+00:00,NW,1,1646420400,8.04672
2022-03-05 00:00:00+00:00,NW,1,1646431200,7.15264
2022-03-05 03:00:00+00:00,WNW,1,1646442000,7.15264
2022-03-05 06:00:00+00:00,NW,1,1646452800,9.83488
2022-03-05 09:00:00+00:00,N,1,1646463600,5.81152
2022-03-05 12:00:00+00:00,NNW,1,1646474400,4.91744
2022-03-05 15:00:00+00:00,NW,1,1646485200,4.02336
2022-03-05 18:00:00+00:00,NW,1,1646496000,4.02336
2022-03-05 21:00:00+00:00,WNW,1,1646506800,3.12928
2022-03-06 00:00:00+00:00,W,1,1646517600,4.02336
2022-03-06 03:00:00+00:00,WSW,1,1646528400,4.91744
2022-03-06 06:00:00+00:00,WSW,1,1646539200,5.81152
2022-03-06 09:00:00+00:00,SSW,1,1646550000,4.02336
2022-03-06 12:00:00+00:00,SW,1,1646560800,7.15264
2022-03-06 15:00:00+00:00,SSW,1,1646571600,5.81152
2022-03-06 18:00:00+00:00,SSW,1,1646582400,4.02336
2022-03-06 21:00:00+00:00,SW,1,1646593200,7.15264
2022-03-07 00:00:00+00:00,SW,1,1646604000,5.81152
2022-03-07 03:00:00+00:00,SSW,1,1646614800,4.02336
2022-03-07 06:00:00+00:00,SSW,1,1646625600,4.02336
2022-03-07 09:00:00+00:00,SW,1,1646636400,4.02336
2022-03-07 12:00:00+00:00,SSE,1,1646647200,3.12928
2022-03-07 15:00:00+00:00,SE,1,1646658000,5.81152
2022-03-07 18:00:00+00:00,SE,1,1646668800,8.04672
2022-03-07 21:00:00+00:00,SSE,1,1646679600,9.83488
2022-03-08 00:00:00+00:00,SSE,1,1646690400,12.96416
2022-03-08 03:00:00+00:00,SSE,1,1646701200,12.96416
2022-03-08 06:00:00+00:00,SSE,1,1646712000,16.09344
2022-03-08 09:00:00+00:00,SSE,1,1646722800,16.09344
2022-03-08 12:00:00+00:00,SSE,1,1646733600,17.8816
2022-03-08 15:00:00+00:00,SSE,1,1646744400,17.8816
2022-03-08 18:00:00+00:00,SSE,1,1646755200,16.09344
2022-03-08 21:00:00+00:00,SSE,1,1646766000,17.8816
2022-03-09 00:00:00+00:00,S,1,1646776800,15.19936
2022-03-09 03:00:00+00:00,S,1,1646787600,12.070079999999999
2022-03-09 06:00:00+00:00,SSE,1,1646798400,12.070079999999999
2022-03-09 09:00:00+00:00,SSE,1,1646809200,16.98752
2022-03-09 12:00:00+00:00,SSE,1,1646820000,19.22272
2022-03-09 15:00:00+00:00,SW,1,1646830800,12.070079999999999
2022-03-09 18:00:00+00:00,SSW,1,1646841600,8.04672
2022-03-09 21:00:00+00:00,SSW,1,1646852400,5.81152
2022-03-10 00:00:00+00:00,S,1,1646863200,5.81152
2022-03-10 03:00:00+00:00,S,1,1646874000,4.91744
2022-03-10 06:00:00+00:00,SSE,1,1646884800,4.02336
2022-03-10 09:00:00+00:00,SSE,1,1646895600,8.04672
2022-03-10 12:00:00+00:00,SSE,1,1646906400,11.176
2022-03-10 15:00:00+00:00,SSE,1,1646917200,12.070079999999999
2022-03-10 18:00:00+00:00,SSE,1,1646928000,12.070079999999999
2022-03-10 21:00:00+00:00,S,1,1646938800,9.83488
2022-03-11 00:00:00+00:00,SSE,1,1646949600,11.176
2022-03-11 03:00:00+00:00,SSE,1,1646960400,9.83488
2022-03-11 06:00:00+00:00,SSE,1,1646971200,8.9408
2022-03-11 12:00:00+00:00,SE,1,1646992800,13.85824
